datetime,basin_id,Year,Month,Day,qcfs,flag
1980-01-01,RC13172036,1980,1,1,2.9816290821051252,si
1980-01-02,RC13172036,1980,1,2,2.9055046412128336,si
1980-01-03,RC13172036,1980,1,3,3.0750065491113334,si
1980-01-04,RC13172036,1980,1,4,3.222271791003,si
1980-01-05,RC13172036,1980,1,5,4.288978437381,si
1980-01-06,RC13172036,1980,1,6,3.8360933220421254,si
1980-01-07,RC13172036,1980,1,7,3.1836687479980417,si
1980-01-08,RC13172036,1980,1,8,4.421394833791375,si
1980-01-09,RC13172036,1980,1,9,4.410714903359542,si
1980-01-10,RC13172036,1980,1,10,4.74529565598275,si
1980-01-11,RC13172036,1980,1,11,3.330459787041,si
1980-01-12,RC13172036,1980,1,12,54.89011179484146,si
1980-01-13,RC13172036,1980,1,13,54.36627070681433,si
1980-01-14,RC13172036,1980,1,14,80.97692319599392,si
1980-01-15,RC13172036,1980,1,15,54.00500337112405,si
1980-01-16,RC13172036,1980,1,16,34.59375528470017,si
1980-01-17,RC13172036,1980,1,17,39.899325483691584,si
1980-01-18,RC13172036,1980,1,18,24.98874081326467,si
1980-01-19,RC13172036,1980,1,19,20.94762863309425,si
1980-01-20,RC13172036,1980,1,20,23.56505462435471,si
1980-01-21,RC13172036,1980,1,21,17.213225564149166,si
1980-01-22,RC13172036,1980,1,22,14.217147531396876,si
1980-01-23,RC13172036,1980,1,23,11.578704967585667,si
1980-01-24,RC13172036,1980,1,24,10.617053609066502,si
1980-01-25,RC13172036,1980,1,25,9.738697017556541,si
1980-01-26,RC13172036,1980,1,26,7.987684951417875,si
1980-01-27,RC13172036,1980,1,27,7.460701855673917,si
1980-01-28,RC13172036,1980,1,28,6.764610095930417,si
1980-01-29,RC13172036,1980,1,29,7.840231232029417,si
1980-01-30,RC13172036,1980,1,30,9.543700500717167,si
1980-01-31,RC13172036,1980,1,31,9.021647763812501,si
1980-02-01,RC13172036,1980,2,1,8.254936639329584,si
1980-02-02,RC13172036,1980,2,2,7.65745741243475,si
1980-02-03,RC13172036,1980,2,3,14.797605543754376,si
1980-02-04,RC13172036,1980,2,4,14.951016058452085,si
1980-02-05,RC13172036,1980,2,5,9.137895339542334,si
1980-02-06,RC13172036,1980,2,6,9.206547263486916,si
1980-02-07,RC13172036,1980,2,7,8.852632433622167,si
1980-02-08,RC13172036,1980,2,8,7.944077565277126,si
1980-02-09,RC13172036,1980,2,9,7.417415995162209,si
1980-02-10,RC13172036,1980,2,10,7.5190118697235,si
1980-02-11,RC13172036,1980,2,11,6.911917332886167,si
1980-02-12,RC13172036,1980,2,12,6.454018707303959,si
1980-02-13,RC13172036,1980,2,13,7.342456453792793,si
1980-02-14,RC13172036,1980,2,14,6.948178775849791,si
1980-02-15,RC13172036,1980,2,15,8.272866103807543,si
1980-02-16,RC13172036,1980,2,16,10.668896706965334,si
1980-02-17,RC13172036,1980,2,17,31.263281268777963,si
1980-02-18,RC13172036,1980,2,18,78.50784543075848,si
1980-02-19,RC13172036,1980,2,19,45.361641450078835,si
1980-02-20,RC13172036,1980,2,20,45.27966892429546,si
1980-02-21,RC13172036,1980,2,21,35.600417185392295,si
1980-02-22,RC13172036,1980,2,22,30.49081820367471,si
1980-02-23,RC13172036,1980,2,23,27.74319893522671,si
1980-02-24,RC13172036,1980,2,24,26.165330266991504,si
1980-02-25,RC13172036,1980,2,25,27.213950077759666,si
1980-02-26,RC13172036,1980,2,26,34.60266790568496,si
1980-02-27,RC13172036,1980,2,27,37.5688095789605,si
1980-02-28,RC13172036,1980,2,28,34.588448721304665,si
1980-02-29,RC13172036,1980,2,29,27.943216952260297,si
1980-03-01,RC13172036,1980,3,1,26.107089808186462,si
1980-03-02,RC13172036,1980,3,2,25.295390919512084,si
1980-03-03,RC13172036,1980,3,3,25.48925589450563,si
1980-03-04,RC13172036,1980,3,4,24.994335618184458,si
1980-03-05,RC13172036,1980,3,5,23.763340028634,si
1980-03-06,RC13172036,1980,3,6,21.922209174146086,si
1980-03-07,RC13172036,1980,3,7,20.701945913213585,si
1980-03-08,RC13172036,1980,3,8,20.0974914150615,si
1980-03-09,RC13172036,1980,3,9,18.68950952609696,si
1980-03-10,RC13172036,1980,3,10,17.945667686328,si
1980-03-11,RC13172036,1980,3,11,18.90813190095442,si
1980-03-12,RC13172036,1980,3,12,16.133589205518,si
1980-03-13,RC13172036,1980,3,13,16.96901331894758,si
1980-03-14,RC13172036,1980,3,14,17.32599297919521,si
1980-03-15,RC13172036,1980,3,15,19.473239687377376,si
1980-03-16,RC13172036,1980,3,16,15.198396973969,si
1980-03-17,RC13172036,1980,3,17,16.025563848387957,si
1980-03-18,RC13172036,1980,3,18,19.544318290361375,si
1980-03-19,RC13172036,1980,3,19,18.036082382434333,si
1980-03-20,RC13172036,1980,3,20,19.043745351870253,si
1980-03-21,RC13172036,1980,3,21,21.342593240810082,si
1980-03-22,RC13172036,1980,3,22,23.220925453716585,si
1980-03-23,RC13172036,1980,3,23,26.432637251837626,si
1980-03-24,RC13172036,1980,3,24,23.545448623923168,si
1980-03-25,RC13172036,1980,3,25,22.25600148194842,si
1980-03-26,RC13172036,1980,3,26,21.982895676217712,si
1980-03-27,RC13172036,1980,3,27,22.004690334610665,si
1980-03-28,RC13172036,1980,3,28,19.3044514454225,si
1980-03-29,RC13172036,1980,3,29,19.577497407451165,si
1980-03-30,RC13172036,1980,3,30,18.808024570427044,si
1980-03-31,RC13172036,1980,3,31,16.84370540378575,si
1980-04-01,RC13172036,1980,4,1,16.267658830179958,si
1980-04-02,RC13172036,1980,4,2,14.959256110975376,si
1980-04-03,RC13172036,1980,4,3,13.936162824808209,si
1980-04-04,RC13172036,1980,4,4,14.068037258289252,si
1980-04-05,RC13172036,1980,4,5,17.164499032668708,si
1980-04-06,RC13172036,1980,4,6,15.64604637602925,si
1980-04-07,RC13172036,1980,4,7,11.751437066949793,si
1980-04-08,RC13172036,1980,4,8,12.667018942587585,si
1980-04-09,RC13172036,1980,4,9,13.802803614194586,si
1980-04-10,RC13172036,1980,4,10,13.534514395111335,si
1980-04-11,RC13172036,1980,4,11,10.974684693099,si
1980-04-12,RC13172036,1980,4,12,10.388117782076458,si
1980-04-13,RC13172036,1980,4,13,11.862922823246084,si
1980-04-14,RC13172036,1980,4,14,16.102397599744208,si
1980-04-15,RC13172036,1980,4,15,16.543298024201917,si
1980-04-16,RC13172036,1980,4,16,13.013655515783542,si
1980-04-17,RC13172036,1980,4,17,14.882979463726084,si
1980-04-18,RC13172036,1980,4,18,20.675507916205582,si
1980-04-19,RC13172036,1980,4,19,28.802171838878213,si
1980-04-20,RC13172036,1980,4,20,39.32914073828096,si
1980-04-21,RC13172036,1980,4,21,44.22150877375,si
1980-04-22,RC13172036,1980,4,22,58.703717701792286,si
1980-04-23,RC13172036,1980,4,23,55.83309999656126,si
1980-04-24,RC13172036,1980,4,24,85.73366259522614,si
1980-04-25,RC13172036,1980,4,25,62.596865203008626,si
1980-04-26,RC13172036,1980,4,26,58.26830989034126,si
1980-04-27,RC13172036,1980,4,27,53.89517119622634,si
1980-04-28,RC13172036,1980,4,28,64.9822197162082,si
1980-04-29,RC13172036,1980,4,29,67.48275194630112,si
1980-04-30,RC13172036,1980,4,30,57.835261792429755,si
1980-05-01,RC13172036,1980,5,1,51.894221474434126,si
1980-05-02,RC13172036,1980,5,2,50.5173182136323,si
1980-05-03,RC13172036,1980,5,3,55.09092325961174,si
1980-05-04,RC13172036,1980,5,4,48.78556812388934,si
1980-05-05,RC13172036,1980,5,5,45.031576623575965,si
1980-05-06,RC13172036,1980,5,6,77.07531246806475,si
1980-05-07,RC13172036,1980,5,7,56.660645988999164,si
1980-05-08,RC13172036,1980,5,8,49.20782122430484,si
1980-05-09,RC13172036,1980,5,9,48.090405361472705,si
1980-05-10,RC13172036,1980,5,10,48.493911197245005,si
1980-05-11,RC13172036,1980,5,11,46.326512332081336,si
1980-05-12,RC13172036,1980,5,12,39.132209240741844,si
1980-05-13,RC13172036,1980,5,13,38.34143629826933,si
1980-05-14,RC13172036,1980,5,14,35.058395265795504,si
1980-05-15,RC13172036,1980,5,15,34.027640455463334,si
1980-05-16,RC13172036,1980,5,16,39.18339015858675,si
1980-05-17,RC13172036,1980,5,17,29.359677871265923,si
1980-05-18,RC13172036,1980,5,18,26.039283818451462,si
1980-05-19,RC13172036,1980,5,19,24.07776044303688,si
1980-05-20,RC13172036,1980,5,20,22.424664327289374,si
1980-05-21,RC13172036,1980,5,21,20.99190312863246,si
1980-05-22,RC13172036,1980,5,22,25.341839902988337,si
1980-05-23,RC13172036,1980,5,23,28.42260265991292,si
1980-05-24,RC13172036,1980,5,24,27.873695948263165,si
1980-05-25,RC13172036,1980,5,25,31.20703979856642,si
1980-05-26,RC13172036,1980,5,26,53.22440902277351,si
1980-05-27,RC13172036,1980,5,27,56.120052284157126,si
1980-05-28,RC13172036,1980,5,28,56.72697953231767,si
1980-05-29,RC13172036,1980,5,29,53.696668091536004,si
1980-05-30,RC13172036,1980,5,30,64.17567593500972,si
1980-05-31,RC13172036,1980,5,31,71.19423028645325,si
1980-06-01,RC13172036,1980,6,1,68.4197777612175,si
1980-06-02,RC13172036,1980,6,2,66.40663226963933,si
1980-06-03,RC13172036,1980,6,3,66.74966544856296,si
1980-06-04,RC13172036,1980,6,4,65.85078090752013,si
1980-06-05,RC13172036,1980,6,5,59.055963205788046,si
1980-06-06,RC13172036,1980,6,6,59.62243717080941,si
1980-06-07,RC13172036,1980,6,7,56.19532321289379,si
1980-06-08,RC13172036,1980,6,8,47.59079914817963,si
1980-06-09,RC13172036,1980,6,9,42.867324754330504,si
1980-06-10,RC13172036,1980,6,10,39.03267197775921,si
1980-06-11,RC13172036,1980,6,11,33.74505337379108,si
1980-06-12,RC13172036,1980,6,12,35.40759324361138,si
1980-06-13,RC13172036,1980,6,13,34.46847172196688,si
1980-06-14,RC13172036,1980,6,14,37.95449157063675,si
1980-06-15,RC13172036,1980,6,15,34.58390461699663,si
1980-06-16,RC13172036,1980,6,16,31.4029759660005,si
1980-06-17,RC13172036,1980,6,17,28.425211165513964,si
1980-06-18,RC13172036,1980,6,18,26.062177911742168,si
1980-06-19,RC13172036,1980,6,19,27.169449244423372,si
1980-06-20,RC13172036,1980,6,20,23.41974855373229,si
1980-06-21,RC13172036,1980,6,21,20.71706250297871,si
1980-06-22,RC13172036,1980,6,22,19.038936593314627,si
1980-06-23,RC13172036,1980,6,23,18.75025186953796,si
1980-06-24,RC13172036,1980,6,24,15.049322471709585,si
1980-06-25,RC13172036,1980,6,25,12.176373598988167,si
1980-06-26,RC13172036,1980,6,26,9.867108064836293,si
1980-06-27,RC13172036,1980,6,27,9.118782553039667,si
1980-06-28,RC13172036,1980,6,28,8.86622690095946,si
1980-06-29,RC13172036,1980,6,29,6.1672312216414165,si
1980-06-30,RC13172036,1980,6,30,6.663819720247208,si
1980-07-01,RC13172036,1980,7,1,5.911243834159792,si
1980-07-02,RC13172036,1980,7,2,6.34355722445225,si
1980-07-03,RC13172036,1980,7,3,7.149270506907959,si
1980-07-04,RC13172036,1980,7,4,6.3053148475355005,si
1980-07-05,RC13172036,1980,7,5,5.749157159822708,si
